col,row,layer,cell_key,terrain,vegetation,fuel_moisture,slope,cell_size_ft,time_step_min,burn_duration_ticks,lat,lon
6,16,0,"16,6,0",SCRUB,0.4,0.12,0.0,6336,5.0,10,34.856122,-119.766327
7,16,0,"16,7,0",SCRUB,0.33,0.12,0.0,6336,5.0,10,34.856122,-119.735714
8,16,0,"16,8,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.856122,-119.705102
9,16,0,"16,9,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.856122,-119.67449
10,16,0,"16,10,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.856122,-119.643878
11,16,0,"16,11,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.856122,-119.613265
12,16,0,"16,12,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.856122,-119.582653
13,16,0,"16,13,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.856122,-119.552041
14,16,0,"16,14,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.856122,-119.521429
15,16,0,"16,15,0",ROCK,0.33,0.0,0.0,6336,5.0,10,34.856122,-119.490816
16,16,0,"16,16,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.856122,-119.460204
17,16,0,"16,17,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,34.856122,-119.429592
18,16,0,"16,18,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.856122,-119.39898
19,16,0,"16,19,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.856122,-119.368367
20,16,0,"16,20,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.856122,-119.337755
21,16,0,"16,21,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.856122,-119.307143
22,16,0,"16,22,0",SCRUB,0.36,0.12,0.0,6336,5.0,10,34.856122,-119.276531
23,16,0,"16,23,0",FOREST,0.5,0.18,0.0,6336,5.0,10,34.856122,-119.245918
24,16,0,"16,24,0",FOREST,0.64,0.18,0.0,6336,5.0,10,34.856122,-119.215306
25,16,0,"16,25,0",URBAN,0.54,0.05,0.0,6336,5.0,10,34.856122,-119.184694
26,16,0,"16,26,0",FOREST,0.53,0.18,0.0,6336,5.0,10,34.856122,-119.154082
27,16,0,"16,27,0",FOREST,0.61,0.18,0.0,6336,5.0,10,34.856122,-119.123469
28,16,0,"16,28,0",FOREST,0.5,0.18,0.0,6336,5.0,10,34.856122,-119.092857
29,16,0,"16,29,0",SCRUB,0.46,0.12,0.0,6336,5.0,10,34.856122,-119.062245
30,16,0,"16,30,0",FOREST,0.47,0.18,0.0,6336,5.0,10,34.856122,-119.031633
31,16,0,"16,31,0",FOREST,0.5,0.18,0.0,6336,5.0,10,34.856122,-119.00102
32,16,0,"16,32,0",FOREST,0.55,0.18,0.0,6336,5.0,10,34.856122,-118.970408
33,16,0,"16,33,0",FOREST,0.48,0.18,0.0,6336,5.0,10,34.856122,-118.939796
34,16,0,"16,34,0",SCRUB,0.37,0.12,0.0,6336,5.0,10,34.856122,-118.909184
35,16,0,"16,35,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,34.856122,-118.878571
36,16,0,"16,36,0",GRASSLAND,0.32,0.08,0.0,6336,5.0,10,34.856122,-118.847959
37,16,0,"16,37,0",GRASSLAND,0.33,0.08,0.0,6336,5.0,10,34.856122,-118.817347
38,16,0,"16,38,0",GRASSLAND,0.54,0.08,0.0,6336,5.0,10,34.856122,-118.786735
39,16,0,"16,39,0",SCRUB,0.51,0.12,0.0,6336,5.0,10,34.856122,-118.756122
40,16,0,"16,40,0",SCRUB,0.33,0.12,0.0,6336,5.0,10,34.856122,-118.72551
41,16,0,"16,41,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.856122,-118.694898
42,16,0,"16,42,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.856122,-118.664286
43,16,0,"16,43,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.856122,-118.633673
44,16,0,"16,44,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.856122,-118.603061
45,16,0,"16,45,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.856122,-118.572449
46,16,0,"16,46,0",ROCK,0.3,0.0,0.0,6336,5.0,10,34.856122,-118.541837
47,16,0,"16,47,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.856122,-118.511224
48,16,0,"16,48,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.856122,-118.480612
49,16,0,"16,49,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.856122,-118.45
0,17,0,"17,0,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.837755,-119.95
1,17,0,"17,1,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.837755,-119.919388
2,17,0,"17,2,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.837755,-119.888776
3,17,0,"17,3,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.837755,-119.858163
4,17,0,"17,4,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.837755,-119.827551
5,17,0,"17,5,0",SCRUB,0.35,0.12,0.0,6336,5.0,10,34.837755,-119.796939
6,17,0,"17,6,0",GRASSLAND,0.39,0.08,0.0,6336,5.0,10,34.837755,-119.766327
7,17,0,"17,7,0",SCRUB,0.42,0.12,0.0,6336,5.0,10,34.837755,-119.735714
8,17,0,"17,8,0",SCRUB,0.36,0.12,0.0,6336,5.0,10,34.837755,-119.705102
9,17,0,"17,9,0",GRASSLAND,0.32,0.08,0.0,6336,5.0,10,34.837755,-119.67449
10,17,0,"17,10,0",SCRUB,0.34,0.12,0.0,6336,5.0,10,34.837755,-119.643878
11,17,0,"17,11,0",SCRUB,0.34,0.12,0.0,6336,5.0,10,34.837755,-119.613265
12,17,0,"17,12,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.837755,-119.582653
13,17,0,"17,13,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.837755,-119.552041
14,17,0,"17,14,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.837755,-119.521429
15,17,0,"17,15,0",ROCK,0.31,0.0,0.0,6336,5.0,10,34.837755,-119.490816
16,17,0,"17,16,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.837755,-119.460204
17,17,0,"17,17,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.837755,-119.429592
18,17,0,"17,18,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.837755,-119.39898
19,17,0,"17,19,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.837755,-119.368367
20,17,0,"17,20,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.837755,-119.337755
21,17,0,"17,21,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.837755,-119.307143
22,17,0,"17,22,0",SCRUB,0.38,0.12,0.0,6336,5.0,10,34.837755,-119.276531
23,17,0,"17,23,0",FOREST,0.48,0.18,0.0,6336,5.0,10,34.837755,-119.245918
24,17,0,"17,24,0",FOREST,0.58,0.18,0.0,6336,5.0,10,34.837755,-119.215306
25,17,0,"17,25,0",FOREST,0.66,0.18,0.0,6336,5.0,10,34.837755,-119.184694
26,17,0,"17,26,0",FOREST,0.62,0.18,0.0,6336,5.0,10,34.837755,-119.154082
27,17,0,"17,27,0",FOREST,0.68,0.18,0.0,6336,5.0,10,34.837755,-119.123469
28,17,0,"17,28,0",FOREST,0.54,0.18,0.0,6336,5.0,10,34.837755,-119.092857
29,17,0,"17,29,0",SCRUB,0.34,0.12,0.0,6336,5.0,10,34.837755,-119.062245
30,17,0,"17,30,0",SCRUB,0.35,0.12,0.0,6336,5.0,10,34.837755,-119.031633
31,17,0,"17,31,0",SCRUB,0.38,0.12,0.0,6336,5.0,10,34.837755,-119.00102
32,17,0,"17,32,0",SCRUB,0.35,0.12,0.0,6336,5.0,10,34.837755,-118.970408
33,17,0,"17,33,0",SCRUB,0.37,0.12,0.0,6336,5.0,10,34.837755,-118.939796
34,17,0,"17,34,0",SCRUB,0.35,0.12,0.0,6336,5.0,10,34.837755,-118.909184
35,17,0,"17,35,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.837755,-118.878571
36,17,0,"17,36,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,34.837755,-118.847959
37,17,0,"17,37,0",SCRUB,0.35,0.12,0.0,6336,5.0,10,34.837755,-118.817347
38,17,0,"17,38,0",SCRUB,0.36,0.12,0.0,6336,5.0,10,34.837755,-118.786735
39,17,0,"17,39,0",GRASSLAND,0.33,0.08,0.0,6336,5.0,10,34.837755,-118.756122
40,17,0,"17,40,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.837755,-118.72551
41,17,0,"17,41,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.837755,-118.694898
42,17,0,"17,42,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.837755,-118.664286
43,17,0,"17,43,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.837755,-118.633673
44,17,0,"17,44,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.837755,-118.603061
45,17,0,"17,45,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.837755,-118.572449
46,17,0,"17,46,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.837755,-118.541837
47,17,0,"17,47,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.837755,-118.511224
48,17,0,"17,48,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.837755,-118.480612
49,17,0,"17,49,0",ROCK,0.3,0.0,0.0,6336,5.0,10,34.837755,-118.45
0,18,0,"18,0,0",SCRUB,0.37,0.12,0.0,6336,5.0,10,34.819388,-119.95
1,18,0,"18,1,0",SCRUB,0.35,0.12,0.0,6336,5.0,10,34.819388,-119.919388
2,18,0,"18,2,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.819388,-119.888776
3,18,0,"18,3,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.819388,-119.858163
4,18,0,"18,4,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.819388,-119.827551
5,18,0,"18,5,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.819388,-119.796939
6,18,0,"18,6,0",SCRUB,0.34,0.12,0.0,6336,5.0,10,34.819388,-119.766327
7,18,0,"18,7,0",SCRUB,0.36,0.12,0.0,6336,5.0,10,34.819388,-119.735714
8,18,0,"18,8,0",SCRUB,0.42,0.12,0.0,6336,5.0,10,34.819388,-119.705102
9,18,0,"18,9,0",SCRUB,0.39,0.12,0.0,6336,5.0,10,34.819388,-119.67449
10,18,0,"18,10,0",SCRUB,0.36,0.12,0.0,6336,5.0,10,34.819388,-119.643878
11,18,0,"18,11,0",SCRUB,0.37,0.12,0.0,6336,5.0,10,34.819388,-119.613265
12,18,0,"18,12,0",SCRUB,0.34,0.12,0.0,6336,5.0,10,34.819388,-119.582653
13,18,0,"18,13,0",SCRUB,0.34,0.12,0.0,6336,5.0,10,34.819388,-119.552041
14,18,0,"18,14,0",SCRUB,0.34,0.12,0.0,6336,5.0,10,34.819388,-119.521429
15,18,0,"18,15,0",ROCK,0.31,0.0,0.0,6336,5.0,10,34.819388,-119.490816
16,18,0,"18,16,0",FOREST,0.3,0.18,0.0,6336,5.0,10,34.819388,-119.460204
17,18,0,"18,17,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.819388,-119.429592
18,18,0,"18,18,0",SCRUB,0.33,0.12,0.0,6336,5.0,10,34.819388,-119.39898
19,18,0,"18,19,0",SCRUB,0.33,0.12,0.0,6336,5.0,10,34.819388,-119.368367
20,18,0,"18,20,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.819388,-119.337755
21,18,0,"18,21,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.819388,-119.307143
22,18,0,"18,22,0",SCRUB,0.37,0.12,0.0,6336,5.0,10,34.819388,-119.276531
23,18,0,"18,23,0",SCRUB,0.42,0.12,0.0,6336,5.0,10,34.819388,-119.245918
24,18,0,"18,24,0",SCRUB,0.46,0.12,0.0,6336,5.0,10,34.819388,-119.215306
25,18,0,"18,25,0",FOREST,0.55,0.18,0.0,6336,5.0,10,34.819388,-119.184694
26,18,0,"18,26,0",FOREST,0.55,0.18,0.0,6336,5.0,10,34.819388,-119.154082
27,18,0,"18,27,0",FOREST,0.57,0.18,0.0,6336,5.0,10,34.819388,-119.123469
28,18,0,"18,28,0",SCRUB,0.47,0.12,0.0,6336,5.0,10,34.819388,-119.092857
29,18,0,"18,29,0",SCRUB,0.42,0.12,0.0,6336,5.0,10,34.819388,-119.062245
30,18,0,"18,30,0",SCRUB,0.41,0.12,0.0,6336,5.0,10,34.819388,-119.031633
31,18,0,"18,31,0",SCRUB,0.39,0.12,0.0,6336,5.0,10,34.819388,-119.00102
32,18,0,"18,32,0",FOREST,0.48,0.18,0.0,6336,5.0,10,34.819388,-118.970408
33,18,0,"18,33,0",FOREST,0.4,0.18,0.0,6336,5.0,10,34.819388,-118.939796
34,18,0,"18,34,0",SCRUB,0.33,0.12,0.0,6336,5.0,10,34.819388,-118.909184
35,18,0,"18,35,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.819388,-118.878571
36,18,0,"18,36,0",GRASSLAND,0.33,0.08,0.0,6336,5.0,10,34.819388,-118.847959
37,18,0,"18,37,0",SCRUB,0.35,0.12,0.0,6336,5.0,10,34.819388,-118.817347
38,18,0,"18,38,0",GRASSLAND,0.33,0.08,0.0,6336,5.0,10,34.819388,-118.786735
39,18,0,"18,39,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.819388,-118.756122
40,18,0,"18,40,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.819388,-118.72551
41,18,0,"18,41,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.819388,-118.694898
42,18,0,"18,42,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.819388,-118.664286
43,18,0,"18,43,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.819388,-118.633673
44,18,0,"18,44,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.819388,-118.603061
45,18,0,"18,45,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.819388,-118.572449
46,18,0,"18,46,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.819388,-118.541837
47,18,0,"18,47,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.819388,-118.511224
48,18,0,"18,48,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.819388,-118.480612
49,18,0,"18,49,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.819388,-118.45
0,19,0,"19,0,0",SCRUB,0.39,0.12,0.0,6336,5.0,10,34.80102,-119.95
1,19,0,"19,1,0",SCRUB,0.36,0.12,0.0,6336,5.0,10,34.80102,-119.919388
2,19,0,"19,2,0",SCRUB,0.35,0.12,0.0,6336,5.0,10,34.80102,-119.888776
3,19,0,"19,3,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.80102,-119.858163
4,19,0,"19,4,0",SCRUB,0.33,0.12,0.0,6336,5.0,10,34.80102,-119.827551
5,19,0,"19,5,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.80102,-119.796939
6,19,0,"19,6,0",SCRUB,0.33,0.12,0.0,6336,5.0,10,34.80102,-119.766327
7,19,0,"19,7,0",SCRUB,0.35,0.12,0.0,6336,5.0,10,34.80102,-119.735714
8,19,0,"19,8,0",SCRUB,0.42,0.12,0.0,6336,5.0,10,34.80102,-119.705102
9,19,0,"19,9,0",SCRUB,0.48,0.12,0.0,6336,5.0,10,34.80102,-119.67449
10,19,0,"19,10,0",SCRUB,0.42,0.12,0.0,6336,5.0,10,34.80102,-119.643878
11,19,0,"19,11,0",SCRUB,0.33,0.12,0.0,6336,5.0,10,34.80102,-119.613265
12,19,0,"19,12,0",SCRUB,0.36,0.12,0.0,6336,5.0,10,34.80102,-119.582653
13,19,0,"19,13,0",SCRUB,0.39,0.12,0.0,6336,5.0,10,34.80102,-119.552041
14,19,0,"19,14,0",SCRUB,0.4,0.12,0.0,6336,5.0,10,34.80102,-119.521429
15,19,0,"19,15,0",SCRUB,0.35,0.12,0.0,6336,5.0,10,34.80102,-119.490816
16,19,0,"19,16,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,34.80102,-119.460204
17,19,0,"19,17,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.80102,-119.429592
18,19,0,"19,18,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.80102,-119.39898
19,19,0,"19,19,0",SCRUB,0.33,0.12,0.0,6336,5.0,10,34.80102,-119.368367
20,19,0,"19,20,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.80102,-119.337755
21,19,0,"19,21,0",SCRUB,0.34,0.12,0.0,6336,5.0,10,34.80102,-119.307143
22,19,0,"19,22,0",SCRUB,0.35,0.12,0.0,6336,5.0,10,34.80102,-119.276531
23,19,0,"19,23,0",SCRUB,0.39,0.12,0.0,6336,5.0,10,34.80102,-119.245918
24,19,0,"19,24,0",SCRUB,0.36,0.12,0.0,6336,5.0,10,34.80102,-119.215306
25,19,0,"19,25,0",SCRUB,0.46,0.12,0.0,6336,5.0,10,34.80102,-119.184694
26,19,0,"19,26,0",SCRUB,0.43,0.12,0.0,6336,5.0,10,34.80102,-119.154082
27,19,0,"19,27,0",SCRUB,0.39,0.12,0.0,6336,5.0,10,34.80102,-119.123469
28,19,0,"19,28,0",SCRUB,0.42,0.12,0.0,6336,5.0,10,34.80102,-119.092857
29,19,0,"19,29,0",SCRUB,0.4,0.12,0.0,6336,5.0,10,34.80102,-119.062245
30,19,0,"19,30,0",SCRUB,0.39,0.12,0.0,6336,5.0,10,34.80102,-119.031633
31,19,0,"19,31,0",SCRUB,0.45,0.12,0.0,6336,5.0,10,34.80102,-119.00102
32,19,0,"19,32,0",SCRUB,0.46,0.12,0.0,6336,5.0,10,34.80102,-118.970408
33,19,0,"19,33,0",FOREST,0.47,0.18,0.0,6336,5.0,10,34.80102,-118.939796
34,19,0,"19,34,0",SCRUB,0.35,0.12,0.0,6336,5.0,10,34.80102,-118.909184
35,19,0,"19,35,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.80102,-118.878571
36,19,0,"19,36,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,34.80102,-118.847959
37,19,0,"19,37,0",GRASSLAND,0.32,0.08,0.0,6336,5.0,10,34.80102,-118.817347
38,19,0,"19,38,0",GRASSLAND,0.32,0.08,0.0,6336,5.0,10,34.80102,-118.786735
39,19,0,"19,39,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.80102,-118.756122
40,19,0,"19,40,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.80102,-118.72551
41,19,0,"19,41,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.80102,-118.694898
42,19,0,"19,42,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.80102,-118.664286
43,19,0,"19,43,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.80102,-118.633673
44,19,0,"19,44,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.80102,-118.603061
45,19,0,"19,45,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.80102,-118.572449
46,19,0,"19,46,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.80102,-118.541837
47,19,0,"19,47,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.80102,-118.511224
48,19,0,"19,48,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.80102,-118.480612
49,19,0,"19,49,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.80102,-118.45
0,20,0,"20,0,0",SCRUB,0.33,0.12,0.0,6336,5.0,10,34.782653,-119.95
1,20,0,"20,1,0",SCRUB,0.38,0.12,0.0,6336,5.0,10,34.782653,-119.919388
2,20,0,"20,2,0",SCRUB,0.34,0.12,0.0,6336,5.0,10,34.782653,-119.888776
3,20,0,"20,3,0",SCRUB,0.34,0.12,0.0,6336,5.0,10,34.782653,-119.858163
4,20,0,"20,4,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.782653,-119.827551
5,20,0,"20,5,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.782653,-119.796939
6,20,0,"20,6,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.782653,-119.766327
7,20,0,"20,7,0",SCRUB,0.4,0.12,0.0,6336,5.0,10,34.782653,-119.735714
8,20,0,"20,8,0",SCRUB,0.33,0.12,0.0,6336,5.0,10,34.782653,-119.705102
9,20,0,"20,9,0",SCRUB,0.37,0.12,0.0,6336,5.0,10,34.782653,-119.67449
10,20,0,"20,10,0",SCRUB,0.39,0.12,0.0,6336,5.0,10,34.782653,-119.643878
11,20,0,"20,11,0",SCRUB,0.39,0.12,0.0,6336,5.0,10,34.782653,-119.613265
12,20,0,"20,12,0",SCRUB,0.37,0.12,0.0,6336,5.0,10,34.782653,-119.582653
13,20,0,"20,13,0",SCRUB,0.35,0.12,0.0,6336,5.0,10,34.782653,-119.552041
14,20,0,"20,14,0",SCRUB,0.42,0.12,0.0,6336,5.0,10,34.782653,-119.521429
15,20,0,"20,15,0",SCRUB,0.41,0.12,0.0,6336,5.0,10,34.782653,-119.490816
16,20,0,"20,16,0",SCRUB,0.37,0.12,0.0,6336,5.0,10,34.782653,-119.460204
17,20,0,"20,17,0",SCRUB,0.34,0.12,0.0,6336,5.0,10,34.782653,-119.429592
18,20,0,"20,18,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.782653,-119.39898
19,20,0,"20,19,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.782653,-119.368367
20,20,0,"20,20,0",SCRUB,0.33,0.12,0.0,6336,5.0,10,34.782653,-119.337755
21,20,0,"20,21,0",SCRUB,0.34,0.12,0.0,6336,5.0,10,34.782653,-119.307143
22,20,0,"20,22,0",SCRUB,0.36,0.12,0.0,6336,5.0,10,34.782653,-119.276531
23,20,0,"20,23,0",SCRUB,0.33,0.12,0.0,6336,5.0,10,34.782653,-119.245918
24,20,0,"20,24,0",ROCK,0.38,0.0,0.0,6336,5.0,10,34.782653,-119.215306
25,20,0,"20,25,0",SCRUB,0.37,0.12,0.0,6336,5.0,10,34.782653,-119.184694
26,20,0,"20,26,0",SCRUB,0.38,0.12,0.0,6336,5.0,10,34.782653,-119.154082
27,20,0,"20,27,0",SCRUB,0.37,0.12,0.0,6336,5.0,10,34.782653,-119.123469
28,20,0,"20,28,0",SCRUB,0.37,0.12,0.0,6336,5.0,10,34.782653,-119.092857
29,20,0,"20,29,0",SCRUB,0.36,0.12,0.0,6336,5.0,10,34.782653,-119.062245
30,20,0,"20,30,0",SCRUB,0.4,0.12,0.0,6336,5.0,10,34.782653,-119.031633
31,20,0,"20,31,0",SCRUB,0.42,0.12,0.0,6336,5.0,10,34.782653,-119.00102
32,20,0,"20,32,0",SCRUB,0.41,0.12,0.0,6336,5.0,10,34.782653,-118.970408
33,20,0,"20,33,0",SCRUB,0.37,0.12,0.0,6336,5.0,10,34.782653,-118.939796
34,20,0,"20,34,0",SCRUB,0.33,0.12,0.0,6336,5.0,10,34.782653,-118.909184
35,20,0,"20,35,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.782653,-118.878571
36,20,0,"20,36,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.782653,-118.847959
37,20,0,"20,37,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.782653,-118.817347
38,20,0,"20,38,0",ROCK,0.3,0.0,0.0,6336,5.0,10,34.782653,-118.786735
39,20,0,"20,39,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.782653,-118.756122
40,20,0,"20,40,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.782653,-118.72551
41,20,0,"20,41,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.782653,-118.694898
42,20,0,"20,42,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.782653,-118.664286
43,20,0,"20,43,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.782653,-118.633673
44,20,0,"20,44,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.782653,-118.603061
45,20,0,"20,45,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.782653,-118.572449
46,20,0,"20,46,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.782653,-118.541837
47,20,0,"20,47,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.782653,-118.511224
48,20,0,"20,48,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.782653,-118.480612
49,20,0,"20,49,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.782653,-118.45
0,21,0,"21,0,0",SCRUB,0.42,0.12,0.0,6336,5.0,10,34.764286,-119.95
1,21,0,"21,1,0",SCRUB,0.37,0.12,0.0,6336,5.0,10,34.764286,-119.919388
2,21,0,"21,2,0",SCRUB,0.43,0.12,0.0,6336,5.0,10,34.764286,-119.888776
3,21,0,"21,3,0",SCRUB,0.34,0.12,0.0,6336,5.0,10,34.764286,-119.858163
4,21,0,"21,4,0",SCRUB,0.33,0.12,0.0,6336,5.0,10,34.764286,-119.827551
5,21,0,"21,5,0",SCRUB,0.37,0.12,0.0,6336,5.0,10,34.764286,-119.796939
6,21,0,"21,6,0",SCRUB,0.36,0.12,0.0,6336,5.0,10,34.764286,-119.766327
7,21,0,"21,7,0",SCRUB,0.33,0.12,0.0,6336,5.0,10,34.764286,-119.735714
8,21,0,"21,8,0",SCRUB,0.38,0.12,0.0,6336,5.0,10,34.764286,-119.705102
9,21,0,"21,9,0",SCRUB,0.36,0.12,0.0,6336,5.0,10,34.764286,-119.67449
10,21,0,"21,10,0",SCRUB,0.41,0.12,0.0,6336,5.0,10,34.764286,-119.643878
11,21,0,"21,11,0",SCRUB,0.43,0.12,0.0,6336,5.0,10,34.764286,-119.613265
12,21,0,"21,12,0",SCRUB,0.37,0.12,0.0,6336,5.0,10,34.764286,-119.582653
13,21,0,"21,13,0",SCRUB,0.38,0.12,0.0,6336,5.0,10,34.764286,-119.552041
14,21,0,"21,14,0",SCRUB,0.41,0.12,0.0,6336,5.0,10,34.764286,-119.521429
15,21,0,"21,15,0",SCRUB,0.46,0.12,0.0,6336,5.0,10,34.764286,-119.490816
16,21,0,"21,16,0",SCRUB,0.43,0.12,0.0,6336,5.0,10,34.764286,-119.460204
17,21,0,"21,17,0",GRASSLAND,0.33,0.08,0.0,6336,5.0,10,34.764286,-119.429592
18,21,0,"21,18,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.764286,-119.39898
19,21,0,"21,19,0",SCRUB,0.33,0.12,0.0,6336,5.0,10,34.764286,-119.368367
20,21,0,"21,20,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.764286,-119.337755
21,21,0,"21,21,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.764286,-119.307143
22,21,0,"21,22,0",SCRUB,0.33,0.12,0.0,6336,5.0,10,34.764286,-119.276531
23,21,0,"21,23,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.764286,-119.245918
24,21,0,"21,24,0",SCRUB,0.4,0.12,0.0,6336,5.0,10,34.764286,-119.215306
25,21,0,"21,25,0",SCRUB,0.39,0.12,0.0,6336,5.0,10,34.764286,-119.184694
26,21,0,"21,26,0",SCRUB,0.39,0.12,0.0,6336,5.0,10,34.764286,-119.154082
27,21,0,"21,27,0",SCRUB,0.36,0.12,0.0,6336,5.0,10,34.764286,-119.123469
